imdb_score,movie_facebook_likes,duration,num_user_for_reviews,director_facebook_likes,title_year,color
5.3,463,97,181,10,2000,Color
6.5,4000,140,622,36,2004,Color
6.8,0,118,114,41,2005,Color
6.5,12000,94,134,132,2012,Color
6,783,124,175,179,1999,Color
8.4,14000,134,647,37,1983,Color
6,0,113,396,197,2008,Color
7.6,15000,124,370,335,2008,Color
5.6,0,98,139,136,2012,Color
6.9,21000,97,395,4000,2003,Color
6.4,0,123,118,226,1996,Color
5.1,0,99,100,32,2002,Color
7,11000,101,159,503,1988,Color
5.7,0,92,441,100,2006,Color
6.8,27000,131,485,176,2011,Color
6.7,97000,107,669,133,2013,Color
6.2,0,103,398,9,1999,Color
7.2,0,129,224,88,2000,Color
6.2,0,107,132,34,2010,Color
5.6,0,89,108,16,2013,Color
4.4,0,113,47,14,2011,Color
7.5,56000,93,571,0,2011,Color
7.1,0,120,112,155,1993,Color
6.4,10000,98,383,541,2007,Color
7.1,5000,105,28,0,2013,Color
5.9,2000,142,217,14000,1979,Color
6.9,0,98,108,61,2005,Color
7.5,0,96,1125,0,2005,Color
6.3,0,87,340,255,2005,Color
6.4,0,107,216,0,1995,Black and White
5.9,702,90,102,29,2004,Color
6.8,0,121,382,17000,1999,Color
6.3,12000,119,187,238,2010,Color
3.6,0,107,364,26,2007,Color
5.3,350,110,30,278,1996,Color
5.9,13000,100,158,35,2013,Color
6.9,643,75,49,10,1997,Color
6.9,625,132,161,0,1999,Color
6.1,559,105,175,0,2006,Black and White
5.7,290,93,31,0,2004,Color
8.5,19000,289,983,0,1979,Color
6.3,0,102,113,8,2010,Color
7.3,0,143,154,65,1995,Color
6.3,0,113,100,34,2016,Color
7.2,0,161,200,521,1985,Color
7.3,64000,138,491,0,2012,Color
6.3,0,126,294,43,1979,Color
8.1,149000,99,644,0,2014,Color
6.9,0,101,268,96,2001,Color
6.3,0,103,136,155,1990,Color
7.3,0,118,510,40,2000,Color
6.1,28000,99,219,0,2015,Color
6.9,0,105,150,188,1995,Color
7.2,0,113,1017,252,2002,Black and White
6.4,0,93,289,221,1999,Color
6.4,0,108,431,6,2001,Color
8.3,0,74,391,487,1995,Color
7.2,0,116,373,101,1994,Color
6.8,32000,104,164,23,2012,Color
6.5,0,106,64,12,2010,Color
7.8,0,120,402,132,2000,Color
7.6,0,135,241,323,1990,Color
7.2,41000,132,323,304,2013,Color
6.7,0,92,392,43,2004,Black and White
6.8,5000,99,125,188,1991,Color
6.3,0,90,178,176,1995,Color
6.2,0,111,301,0,2001,Color
6.2,0,103,117,37,1996,Color
8.6,39000,127,1080,21000,1995,Color
8,22000,112,1262,662,2009,Color
7,0,87,186,47,2004,Color
8,12000,138,935,16000,2003,Color
8.1,14000,132,1106,16000,2004,Color
6.7,0,103,337,11000,1999,Color
7.9,57000,123,1111,415,2004,Color
6.1,0,111,154,98,2008,Color
4.2,0,102,140,23,2009,Color
6.1,181,78,49,0,2000,Color
6.6,883,132,109,0,1991,Color
7.5,11000,133,329,380,1994,Color
7.4,19000,108,452,655,2009,Color
7.2,0,125,612,729,2002,Color
6.9,81000,98,326,129,2013,Color
7.4,75000,119,667,0,2012,Color
5.4,602,87,122,129,2001,Color
6.8,5000,91,182,108,1995,Color
6.3,0,100,178,64,2012,Color
7.2,0,118,325,89,2008,Color
8.7,0,44,257,,,Color
6.9,0,109,340,309,2005,Color
6,0,99,97,5,2008,Color
5.9,0,114,162,0,1998,Color
5.4,0,89,129,56,2009,Color
5.9,0,95,152,65,2004,Color
6.1,0,98,339,56,2004,Color
7.7,78000,94,509,11000,2011,Color
5.8,0,85,64,7,2014,Color
7.6,13000,124,426,47,2001,Color
6.1,0,131,223,43,1999,Color
5.4,0,107,293,0,1989,Color
5.1,1000,99,72,13,2002,Color
6.4,1000,83,85,88,1994,Color
6.3,0,131,300,46,1985,Color
7.5,0,85,307,9,2005,Color
7.1,20000,126,243,98,2007,Color
5.2,771,102,86,7,2005,Color
7.8,12000,123,581,456,2007,Color
6.5,13000,105,156,56,2010,Color
6.6,0,125,119,0,1989,Color
5.1,13000,92,189,101,2012,Color
7.4,0,77,467,13000,2005,Color
7.2,0,118,145,0,2006,Color
7.6,59000,121,461,777,2015,Color
7.5,44000,124,277,845,2015,Color
6.6,11000,99,691,0,2009,Color
7.2,34000,112,209,43,2015,Color
7.6,0,111,292,23,2003,Color
6.2,16000,107,86,209,2010,Color
5.6,0,104,216,134,2002,Color
7.6,13000,113,529,395,2006,Color
6.6,0,113,527,171,2007,Color
7,66000,95,986,246,2012,Color
2.7,0,86,409,82,2008,Color
7.6,0,126,215,102,1988,Color
6.6,0,101,226,343,1987,Color
6.9,0,102,165,0,1986,Color
6.8,38000,111,438,456,2011,Color
7.5,0,60,30,,,Color
3.7,1000,95,256,40,1997,Color
6.1,0,98,184,15000,2011,Color
5.9,39000,100,371,108,2013,Color
6.7,0,118,127,3,2006,Color
8.5,0,28,145,,,Color
6.9,0,125,134,21,2006,Color
5.5,304,94,84,39,2001,Color
7.1,13000,79,245,30,2009,Color
7.1,29000,106,274,0,2013,Color
5.9,0,111,154,57,2004,Color
7.3,0,63,55,15,2011,Color
3.4,1000,85,267,14,2003,Color
6.8,0,108,227,631,1998,Color
6.9,11000,139,104,150,2014,Color
7,592,127,112,73,1998,Color
5.5,0,106,88,32,1995,Color
5.1,1000,95,203,425,2006,Color
6.2,18000,118,201,301,2014,Color
5.9,11000,108,215,24,2011,Color
5.2,484,105,116,34,2004,Color
6.2,11000,131,141,89,2012,Color
5.5,491,104,63,30,2004,Color
7.4,27000,133,237,549,2010,Color
4.4,0,94,830,110,2006,Color
6.3,999,109,220,25,2005,Color
6.1,629,96,167,845,1998,Color
5.3,204,105,29,114,1996,Color
5.4,0,99,291,11,2002,Color
6.7,24000,112,215,380,2010,Color
5.9,0,108,262,50,2007,Color
7.3,0,126,214,51,2005,Color
5.5,462,98,112,41,2004,Color
5.8,12000,104,354,165,2009,Color
4.6,0,110,269,8,1986,Color
6.7,0,130,132,149,2008,Color
5.1,0,93,262,2,2005,Color
5.6,625,96,105,0,2003,Color
7,0,114,298,118,2004,Color
6.4,23000,106,242,44,2011,Color
6.7,0,150,671,0,2005,Color
4.1,858,100,338,38,1999,Color
5.5,654,100,148,277,1999,Color
2.7,0,100,524,70,2009,Color
6.4,24000,107,258,419,2013,Color
4.8,387,102,191,6,2004,Color
6.1,0,101,129,3,2004,Color
4.8,0,86,38,6,2011,Color
7,0,108,152,529,2005,Color
6.8,19000,123,210,0,2009,Color
7.3,0,134,87,12,2010,Color
8.2,0,511,19,,,Color
5.6,0,88,95,65,2013,Color
6.1,0,109,221,29,2001,Color
7.9,0,122,365,380,1989,Color
8.4,12000,251,495,0,1984,Color
6.5,0,118,127,76,2013,Color
7.1,0,131,161,53,2004,Color
6.6,287,109,103,277,2002,Color
4,353,80,38,9,2005,Color
7,0,88,142,108,2006,Color
5.6,445,103,132,45,2005,Color
4.8,0,87,180,23,2006,Color
7.5,0,160,415,181,2007,Color
6,0,121,27,0,2011,Color
7.2,0,91,17,2,2009,Color
5.6,0,92,114,165,2015,Color
6.8,21000,129,124,395,2011,Color
4.9,885,93,44,7,2010,Color
7.1,0,118,23,55,2007,Color
2,0,110,22,18,2014,Color
5.7,6000,103,62,61,2014,Color
4.1,161,85,7,0,2015,Color
6.7,447,110,108,59,2002,Color
7.5,13000,89,14,5,2016,Color
6.5,40000,115,185,0,2015,Color
7.9,11000,153,815,446,2005,Color
7.6,12000,42,56,,,Color
6.4,0,128,259,0,2000,Color
5.8,0,89,39,12,1997,Color
7.7,0,122,241,2000,2008,Color
7.1,3000,113,276,0,2002,Color
5.3,201,99,101,71,2002,Color
5.3,0,99,96,265,2016,Color
7.5,0,147,51,0,1987,Color
6.9,209,112,123,759,1999,Black and White
4.9,0,88,214,64,2004,Color
7.1,0,94,263,11,2005,Color
8,0,90,244,63,1992,Color
7.9,76000,167,331,473,2015,Color
7.6,0,118,524,14000,1984,Color
5.9,418,83,67,5,1998,Color
6.3,0,104,317,93,2001,Color
7.1,0,110,32,350,2016,Color
6.4,0,102,471,0,2003,Color
8.2,25000,131,722,323,1988,Color
6.9,0,101,170,136,2008,Color
7.8,99000,130,374,285,2015,Color
6.7,0,120,71,0,2009,Color
7.5,0,135,289,149,2004,Color
7.4,7000,110,1057,0,2004,Color
5.2,0,103,229,163,2001,Color
6.5,0,115,28,21,2013,Color
7.6,0,110,962,0,2001,Color
7.3,11000,91,714,446,2003,Color
6.6,27000,105,173,226,2013,Color
6.8,2000,127,263,46,1981,Color
6.9,12000,82,374,23,2001,Color
5.8,0,99,115,0,1994,Color
6.6,0,90,523,0,2001,Color
6.7,23000,115,160,529,2013,Color
6.7,16000,96,132,197,1993,Color
6.3,0,104,128,96,2007,Color
7.7,36000,117,801,905,2010,Color
6.1,0,83,122,181,2011,Color
4.9,0,99,365,71,2000,Color
6.2,12000,81,85,44,2014,Color
7.8,17000,135,1058,456,2005,Color
8.2,34000,117,1168,0,1982,Color
6.9,0,139,126,105,1995,Color
6.2,10000,123,211,368,2014,Color
6.9,0,117,199,115,2007,Color
4.8,209,97,167,710,2000,Color
8,1000,81,153,63,2001,Color
5.3,0,103,149,80,2006,Color
6.7,913,119,123,116,1999,Color
5.4,0,94,71,32,2010,Color
5.4,517,89,21,23,1997,Color
4.9,0,98,460,0,2001,Color
6.1,0,107,50,234,2015,Color
5.8,73000,108,134,23,2016,Color
7,0,134,117,17000,1997,Color
6.5,0,110,98,53,2008,Color
6.6,36000,103,378,65,2013,Color
6.1,0,145,84,13,2006,Color
5.7,0,100,112,11,2014,Color
6.6,0,131,225,46,1983,Color
7,0,133,559,0,2007,Color
7.4,15000,109,184,415,2009,Color
5.3,464,114,39,92,2008,Color
7.4,845,164,89,767,1984,Color
7.4,0,92,281,14,2006,Color
6.8,0,122,197,151,2007,Color
7.9,11000,42,131,,,Color
7.2,0,110,188,120,1991,Color
6,0,116,199,144,2002,Color
6.6,0,115,143,39,1997,Color
7.9,14000,148,319,644,1980,Color
6.2,894,119,33,43,2008,Color
5.7,0,118,71,650,2012,Color
7.1,0,101,391,129,2002,Color
5.6,2000,82,366,49,1999,Color
7.8,10000,110,507,118,2006,Color
7.9,0,193,170,133,1983,Color
6.9,15000,130,136,776,2011,Color
7.4,21000,94,284,249,1984,Color
7.7,14000,111,624,295,1998,Color
6.9,0,110,140,10,2008,Color
8.7,459,30,31,,,Black and White
6.7,0,109,208,181,1985,Color
6,315,123,39,0,1998,Color
6.2,0,109,174,22,2009,Color
5.9,817,99,139,54,2004,Color
6.8,0,106,71,43,2007,Color
3.6,0,89,83,0,2011,Color
6.7,0,98,103,0,2016,Color
6.3,0,93,167,31,2001,Color
6.4,0,112,105,541,1999,Color
6.4,2000,101,226,212,2004,Color
5.7,845,104,111,272,2008,Color
6.2,188,120,52,278,2003,Black and White
6.6,359,135,19,0,2006,Color
5.2,0,91,201,41,2009,Color
6.1,0,97,271,70,2003,Color
7.1,0,133,546,0,2005,Color
7.2,0,123,752,108,1998,Color
6.5,15000,114,207,71,2014,Color
6,0,111,109,425,1990,Color
7,0,117,374,234,2008,Color
7,0,121,345,72,1998,Color
7.5,0,139,494,0,2003,Color
6.6,0,115,148,541,1990,Color
8.8,0,22,151,,,Color
7.4,0,175,210,0,1977,Black and White
6.5,0,85,673,0,2005,Color
6.2,0,90,472,160,2003,Color
7.8,16000,107,862,0,2000,Color
5.2,0,100,315,124,2010,Color
6.5,43000,129,287,0,2013,Color
6.5,736,109,214,80,2004,Color
5.2,874,94,94,906,2002,Color
7.2,0,133,149,759,1985,Color
7.1,10000,105,201,260,2009,Color
4.5,167,100,44,8,2004,Color
5.7,20000,113,134,0,2011,Color
6,3000,118,181,49,2001,Color
6.4,35000,110,190,160,2012,Color
5.2,260,110,95,80,2004,Color
4.3,319,99,79,5,1994,Color
6.1,145,101,55,30,1996,Color
6.3,0,100,69,2,1997,Color
6.8,826,103,178,11000,2001,Color
4,0,100,28,737,2015,Color
5.2,504,95,26,0,1996,Color
6.5,11000,117,126,763,2015,Color
7.5,0,129,568,353,2005,Color
7.1,13000,120,2814,0,2004,Color
6.9,0,125,223,0,1993,Color
8,12000,133,331,272,1988,Color
8.2,28000,116,871,16000,2008,Color
6.4,0,129,320,0,2008,Color
7.9,29000,93,974,180,2008,Color
6.7,19000,118,99,97,2014,Color
6.1,0,129,126,81,1992,Color
8.9,41000,185,1273,14000,1993,Black and White
8.1,75000,146,460,150,2011,Color
6.2,11000,128,105,386,2013,Color
4.9,567,93,149,67,2004,Color
5.4,0,107,18,0,2014,Color
5.8,3000,97,885,31,2003,Color
4.7,488,101,25,187,2014,Color
6,425,82,118,8,2001,Color
7,0,85,2192,198,2008,Color
6,0,88,93,34,1991,Color
7.9,0,119,418,0,1987,Color
8.1,21000,122,1518,1000,2007,Color
6.2,0,99,109,167,2014,Color
6.7,0,97,571,11,2001,Color
7.3,18000,121,498,529,2000,Color
4.6,660,95,297,0,2003,Color
6.1,0,105,107,99,2012,Color
6.2,24000,108,178,425,2011,Color
7.8,11000,134,439,170,1993,Color
6.1,0,115,365,43,2000,Color
7.6,7000,107,310,503,1976,Color
5.8,0,86,571,70,2006,Color
6.5,29000,101,106,96,2012,Color
7.2,6000,96,522,47,2007,Color
7.8,0,101,632,395,2004,Color
4.7,0,100,27,0,2013,Color
6.8,32000,117,755,248,2011,Color
5.9,0,101,450,21,2005,Color
7.2,0,98,577,285,2004,Color
8.7,25000,146,989,17000,1990,Color
5,542,102,104,91,2003,Color
6.6,0,97,181,52,2005,Color
8.3,19000,142,851,0,1983,Color
6.7,0,98,92,176,1997,Color
7.8,0,219,133,973,1987,Color
6.5,0,109,161,175,2012,Color
6.1,666,97,41,420,1997,Color
8.1,16000,158,1107,0,2007,Color
5.2,187,85,33,0,2002,Color
5.6,329,80,35,0,2003,Color
5.8,0,86,179,92,2002,Color
6.6,0,119,223,42,2005,Color
6.6,0,98,254,20,2001,Color
5.5,0,97,126,29,2008,Color
5.5,671,105,59,23,2005,Color
7,10000,124,96,44,2014,Color
6.5,58000,97,260,176,2014,Black and White
5.8,0,105,194,29,2003,Color
5.6,0,104,316,108,2003,Color
5.6,0,101,150,7,2007,Color
5.8,1000,101,185,43,2003,Color
7.6,0,114,660,335,2002,Color
6.4,0,105,261,99,2006,Color
6.3,0,90,235,68,2007,Color
4.6,686,97,144,27,2004,Color
6.5,0,144,41,0,2013,Color
7.5,18000,114,364,59,2007,Color
7.5,0,124,409,159,1998,Color
5.3,0,89,292,31,1998,Color
7.5,0,160,159,130,1970,Color
3.3,0,93,261,14,1997,Color
5.7,0,87,114,234,2011,Color
3.5,657,88,50,82,2009,Color
9.3,108000,142,4144,0,1994,Color
4.8,387,92,119,23,2001,Color
6.9,3000,117,185,101,1996,Color
6,0,111,145,81,2014,Color
7.3,30000,121,285,53,2013,Color
6,901,98,81,3,2005,Color
6.6,0,107,161,13,2005,Color
7.5,15000,106,119,452,2016,Color
6.9,0,136,109,0,1998,Color
6.8,0,97,117,19,1994,Color
8.3,834,7,12,,,Color
6.3,14000,108,186,529,2010,
6.4,0,97,165,41,2010,Color
5.6,10000,99,250,24,2010,Color
6.3,0,103,166,5,2007,Color
7.3,0,95,888,0,2002,Color
6.6,0,93,316,17,2004,Color
4.6,564,98,132,70,2002,Color
5.1,498,90,56,176,2006,Color
5.6,377,107,37,21,1988,Color
5.3,246,90,22,48,1996,Color
7.5,0,120,106,0,2005,Color
5.6,0,115,376,219,2009,Color
5.9,0,93,351,27,2008,Color
4.7,378,99,162,154,2000,Color
4.8,0,107,136,0,2010,Color
6.8,0,110,513,42,2004,Color
5.4,503,101,68,17,1996,Color
5.1,215,85,92,54,2002,Color
7,43000,132,174,241,2015,Color
6.7,0,88,149,82,2007,Color
4,0,90,130,160,2011,Color
7.3,0,145,163,317,1999,Color
6.8,14000,110,113,425,2014,Color
6.1,0,101,189,365,1985,Color
7.2,581,30,60,,,Color
7,0,122,135,0,2010,Color
7.1,5000,107,194,308,2005,Color
6.9,0,127,56,36,2015,Color
7.3,19000,99,331,0,1986,Color
6.3,853,104,11,8,2012,Color
8.2,77000,140,514,149,2011,Color
7.1,0,133,93,277,1996,Black and White
7.7,0,271,256,33,1993,Color
6.5,982,112,99,108,2008,Color
4.9,261,99,157,79,2002,Color
6.4,0,100,187,57,1999,Color
5.9,17000,92,162,30,2012,Color
6.2,491,105,50,121,1996,Color
5.8,7000,110,140,37,2011,Color
6.7,348,116,74,529,2006,Color
5.9,0,88,62,22,1991,Color
7.3,32000,111,504,214,2009,Color
4.8,739,117,52,71,1984,Color
4.1,206,95,26,32,2005,Color
4.9,295,95,91,6,2001,Color
7.9,11000,127,251,79,2005,Color
5.2,0,104,173,54,1995,Color
4.1,83,95,20,2,2005,Color
6.6,0,121,300,353,2008,Color
2.9,937,92,471,892,2005,Color
7.2,21000,80,181,2000,2011,Color
6.5,507,107,128,460,2005,Color
6.8,0,91,35,80,2012,Color
7.2,942,117,57,162,1998,Color
6.8,0,107,69,0,2008,Color
7.8,31000,131,131,911,2013,Color
6.7,6000,122,212,0,2009,Color
6.1,0,88,22,4,2010,Color
7.1,0,134,48,0,2010,Color
5.7,636,117,17,138,2010,Color
2.9,90,80,24,0,2009,Color
5.2,200,85,8,0,2010,Color
5.3,24000,138,431,0,2013,Color
6.2,0,121,103,9,2011,Color
7.3,690,134,76,27,1970,Color
6.5,0,100,26,3,2014,Color
4.1,437,100,11,535,2014,
7.7,0,119,143,350,1988,Color
6.1,27000,137,128,179,2012,Color
7.3,0,119,219,12000,1986,Color
7.2,0,139,962,13000,2006,Color
6.1,0,120,488,0,1997,Color
5.8,0,98,56,149,2016,Color
5.7,3000,106,38,167,2014,Color
6.7,0,98,318,36,2000,Color
6.5,0,107,113,71,1984,Color
7.2,0,88,404,480,2003,Color
7.6,12000,137,170,0,1991,Color
4.6,891,100,418,41,1998,Color
6.9,0,115,275,597,2000,Color
6.6,0,101,243,0,2008,Color
6.3,455,110,263,119,2000,Color
6.2,15000,94,268,293,2009,Color
5.3,204,88,50,269,2001,Color
7.3,0,127,385,446,1999,Color
5.6,876,95,140,126,2004,Color
6.2,619,87,100,25,1999,Color
5.2,0,118,150,0,1978,Color
5.3,650,107,101,48,2000,Color
5.4,153,124,59,41,1999,Color
4.9,0,89,68,41,2011,Color
5.5,13000,88,374,192,2010,Color
6.7,0,118,248,18000,2004,Black and White
3.9,839,93,37,9,1998,Color
7.2,408,80,47,18,1993,Color
5.1,181,120,50,6,2004,Color
6.5,12000,98,157,88,2010,Color
8.2,13000,119,330,6000,2004,Color
7.7,26000,88,553,181,2009,Color
6.1,0,90,300,153,1998,Black and White
8.8,17000,127,900,883,1980,Color
6.8,0,119,203,0,1995,Color
6.8,0,85,87,119,1991,Color
6.7,0,98,674,70,2000,Color
7.1,22000,101,288,0,2011,Color
7.1,5000,112,805,123,2000,Color
6.1,0,97,167,956,2001,Color
8,148000,126,748,0,2013,Color
6.6,0,97,339,131,2001,Color
5.4,0,100,32,3,2013,Color
6.1,638,114,103,61,1999,Color
5.6,153,88,47,12,2000,Color
5.8,0,93,397,0,2011,Color
2.8,0,92,383,114,1987,Color
6.7,1000,98,71,4,1996,Color
5.1,376,94,19,258,2008,Color
7.2,0,102,165,277,1999,Color
6,0,98,81,23,1991,Color
7.2,0,121,224,549,2007,Color
6.7,0,111,65,105,2009,Color
6.3,0,90,49,78,2015,Color
6.2,0,100,43,350,2009,Color
6.8,532,50,23,,,Color
6.2,767,141,148,300,2004,Color
6.9,765,139,33,3,2009,Color
6.8,11000,114,580,101,2007,Color
7.1,13000,96,273,0,1987,Color
7.1,18000,111,185,0,2014,Color
7,0,127,252,109,1990,Color
7.1,0,107,611,101,1998,Color
6.4,0,97,111,11,1994,Color
7,0,127,174,102,2002,Color
6.2,0,110,83,99,2007,Color
7.5,0,135,192,16000,1995,Color
4.8,1000,84,132,42,2001,Color
8.1,12000,240,256,0,1982,Black and White
7.3,55000,122,185,529,2014,Color
5.8,0,114,166,34,1995,Color
7.6,15000,132,431,24,2001,Color
5.6,15000,170,174,25,2014,Color
7,0,133,806,235,2003,Color
6.6,0,112,375,101,2005,Color
6.5,0,108,175,0,2009,Color
7.4,2000,115,87,0,1993,Color
4.6,887,83,166,2,2005,Color
6.4,0,105,95,31,2013,Color
6.4,0,108,21,24,2016,Color
5.9,739,96,201,221,2001,Color
6.4,0,94,35,42,2012,Color
6.6,0,142,354,0,1999,Color
6.9,0,104,867,0,2001,Color
5.8,804,106,200,12,2001,Color
6.4,23000,106,302,1000,2016,Color
5.3,0,98,242,4,2001,Color
6.5,15000,100,154,39,2013,Color
5.7,0,95,38,34,2000,Color
6.7,0,107,381,737,2004,Color
3.9,716,104,180,87,1993,Color
4.1,158,104,111,53,2001,Color
6.2,104,143,50,688,1970,Color
3.8,272,77,77,37,1999,Color
5.1,0,96,121,11,2015,Color
6.4,0,114,260,2,2004,Color
7.8,0,145,232,719,2006,Color
7.8,11000,116,147,13,2005,Color
6.1,0,100,104,21,2012,Color
5.8,687,104,54,144,2008,Color
6.3,11000,92,105,17,2014,Color
7.7,0,92,116,607,1977,Color
5.4,0,105,135,43,2010,Color
7.3,815,120,27,2,2007,Color
6.8,17000,116,231,108,2013,Color
7.3,0,119,363,209,2007,Color
6.5,758,101,71,88,1996,Color
7.2,0,117,591,89,1999,Color
6.7,0,106,22,195,2013,Color
6.3,18000,112,163,11000,2012,Color
5.9,0,136,98,16000,1982,Color
7.8,0,81,928,406,1999,Color
7.4,0,87,199,0,2007,Color
4.8,1000,96,87,8,1993,Color
6.3,0,106,131,48,2001,Color
7.8,117000,122,692,737,2012,Color
7.5,10000,123,235,98,2007,Color
6,0,133,73,0,2010,Color
6.8,0,92,460,255,2002,Color
6.6,0,110,184,65,2008,Color
4.6,897,104,253,52,1999,Black and White
2.9,141,60,33,,,Color
7.1,7000,98,115,0,2009,Color
6.1,1000,120,79,0,2008,Color
6.7,365,112,147,52,2002,Color
7.1,24000,127,517,140,2011,Color
5.8,284,102,40,18,1999,Color
6.7,17000,91,148,0,2011,Color
5.8,0,114,48,19,1982,Color
6.8,6000,115,527,0,1999,Color
8.5,16000,115,771,14000,1981,Color
6.6,0,120,189,0,1992,Color
7.7,0,135,339,14000,1977,Color
4.7,0,90,258,2,2006,Color
6.4,0,100,95,12000,1987,Color
5.5,800,105,236,163,2003,Color
8.6,40000,138,916,438,1991,Color
7,0,94,176,122,1992,Color
7.1,0,101,81,79,2010,Color
5.7,0,131,265,82,1978,Color
3.7,0,91,99,67,2008,Color
7.5,131000,112,807,0,2013,Color
4.6,773,95,149,32,2005,Color
4.9,11000,100,144,265,2014,Color
7.1,0,108,479,0,2003,Color
5.8,0,101,283,545,1995,Color
5.4,0,109,251,322,2004,Color
7.3,22000,115,439,729,2011,Color
7.1,0,117,331,99,2003,Black and White
5.8,10000,107,185,30,2010,Color
8.1,83000,134,695,0,2013,Color
5.7,2000,118,185,30,2002,Color
4.4,0,121,68,0,2010,Color
7.9,16000,105,588,13000,1990,Color
7.6,51000,110,130,17,2016,Color
4.8,0,114,50,0,2012,Color
7.8,0,104,280,607,1971,Color
6.7,18000,100,46,24,2016,Color
2.7,806,85,613,64,2006,Color
5.8,302,72,79,2,2002,Color
7.5,22000,128,212,151,2014,Color
5.4,227,72,58,0,2003,Color
4.1,1000,89,389,19,2005,Color
5.9,0,96,337,9,2007,Color
6.3,347,77,53,25,2000,Color
7,20000,123,383,174,2009,Color
6.8,33000,111,87,132,2015,Color
3.5,211,30,20,,,Color
2.3,0,93,666,82,2007,Color
8.1,80000,128,409,310,2015,Color
6.1,0,110,135,119,2008,Color
5,930,137,284,70,2006,Color
5.5,0,124,51,8,1998,Color
6.2,0,93,117,12,1991,Color
6.2,0,115,236,272,2006,Color
5.9,4000,98,230,20,1979,Color
6.3,10000,105,463,210,2010,Color
6.7,0,127,155,16,1997,Color
3.5,16000,82,187,82,2010,Color
7.5,0,143,908,0,2006,Color
6.6,14000,103,145,189,2014,Color
7.5,0,104,321,53,2008,Color
7.2,0,98,700,406,2004,Color
4.8,16000,92,255,34,2013,Color
6.6,0,123,140,36,1995,Color
3.5,13000,88,177,92,2013,Color
6.7,0,158,106,32,1969,Color
7.6,10000,128,281,835,2008,Color
6.3,21000,107,117,58,2016,Color
5.5,0,91,474,17,2002,Color
6.3,21000,90,93,12,2011,Color
6.5,0,115,389,39,1998,Color
5.6,0,101,119,29,2009,Color
6.9,0,113,165,108,2010,Color
7.6,10000,113,602,350,2000,Color
3.9,0,87,189,2,2008,Color
6.1,613,101,77,154,1996,Color
7.3,0,111,189,79,2008,Color
8.3,52000,108,1514,1000,2004,Color
5.8,0,105,136,99,2010,Color
6.8,0,109,189,453,2008,Color
7,49000,109,401,1000,2013,Color
5.9,590,99,102,26,2007,Color
6.5,0,98,281,35,2009,Color
6.4,0,104,131,14,2010,Color
5.8,6000,109,44,15,2011,Color
5.1,0,75,281,19,2006,Color
6.8,0,119,97,23,1990,Color
5.3,0,90,84,0,2010,Color
5.3,3000,97,334,212,2006,Color
6.4,0,103,124,31,2006,Color
4.9,431,89,37,0,2009,Color
6.8,1000,106,162,835,1995,Color
7.1,0,96,35,24,2016,Color
6.8,0,115,202,0,2008,Color
6.1,0,104,403,0,1998,Color
7,124,24,51,,,Color
8.5,18000,108,1040,13000,1960,Black and White
5.9,0,112,100,41,2008,Color
6.3,0,104,76,19,2014,Color
5.9,681,113,125,0,2007,Color
5.4,501,98,34,15,1981,Color
7,0,121,185,503,1985,Color
6.9,0,114,219,160,1998,Color
7.5,0,124,231,57,2007,Color
8.2,76000,148,760,0,2007,Color
5.9,484,108,97,480,2006,Color
5,25000,95,220,83,2012,Color
7.3,12000,108,592,0,1996,Color
6.4,264,68,32,0,2005,Color
6.6,0,103,76,0,1995,Color
7.8,0,99,354,0,2004,Color
6.7,4,30,6,,,Color
4,422,88,75,0,2002,Color
7.6,0,128,230,395,2007,Color
7.7,0,124,559,0,2003,Color
5.8,269,84,138,2,2004,Color
5.6,401,101,92,13,2003,Color
5.3,1000,98,158,143,2000,Color
7.4,10000,105,188,909,2009,Color
6.6,1000,225,100,126,1965,Color
6.2,0,111,81,53,2015,Color
1.9,0,88,359,82,2008,Color
5.7,0,88,110,190,2009,Color
6.6,0,94,100,36,1997,Color
6,0,117,91,20,2011,Color
6.1,10000,95,236,4,2012,Color
4.8,713,99,176,272,2004,Color
6.2,0,96,223,83,2009,Color
7.5,979,98,86,11000,1994,Color
6.3,0,123,177,6,2006,Color
7.1,983,101,199,176,2002,Color
6.6,0,102,316,563,2005,Color
6.1,977,94,88,394,2002,Black and White
6.7,0,102,147,192,2008,Color
5.6,0,108,113,212,2009,Color
7.2,25000,116,366,198,2010,Color
4.3,444,93,26,18,1994,Color
6.4,0,102,235,1000,2008,Color
7.1,0,103,180,350,2005,Color
6.3,0,115,106,214,2016,Color
7.4,0,96,131,11000,1997,Color
6.1,311,98,121,4,1999,Color
6.6,25000,101,129,53,2015,Color
6,855,106,42,277,1989,Color
6.8,0,101,140,11000,1996,Color
6.8,0,111,299,0,2007,Color
7.2,10000,99,117,52,2009,Color
1.9,0,88,129,84,2004,Color
5.5,676,83,76,10,2005,Color
4.5,233,91,26,10,2007,Color
6.3,924,108,117,54,2004,Color
7,548,154,64,189,1969,Color
6.7,18000,148,242,0,2014,Color
2.8,346,77,114,3,2006,Color
5,0,110,25,9,2013,Color
7.5,0,42,29,,,Color
4.3,797,83,205,119,2008,Color
5.6,48000,107,164,0,2013,Color
6.2,0,100,213,17,2003,Color
5.3,847,87,120,29,2008,Color
7.4,608,154,202,608,1999,Color
7.4,15000,106,122,38,2015,Color
6.5,36000,99,190,0,2011,Color
